,'Latitude','Longitude'
0,51.194423675500005,4.4185800552
1,51.203414916999996,4.4254131317
2,51.210735321,4.4524149895
3,51.2061920166,4.409995079
4,51.2027053833,4.4211668968
5,51.2034339905,4.4255332947
6,51.201679229700005,4.4251484870999995
7,51.2034454346,4.4255166054
8,51.2165489197,4.4280500412
9,51.194442749,4.4185633659
10,51.22539901729999,4.4148135185
11,51.194229126,4.4186315537
12,51.212177276599995,4.440253257799999
13,51.232460022,4.4059300423000005
14,51.2294578552,4.4152665138
15,51.2104911804,4.4535083770999995
16,51.213916778599994,4.4272465706
17,51.21793365479999,4.4356732369
18,51.214481353800004,4.4183816910000004
19,51.235874176,4.4171714783
20,51.2359848022,4.4160199165
21,51.222717285200005,4.4157547951
22,51.1944351196,4.4185800552
23,51.218006134,4.4213266373
24,51.224670410200005,4.4134049416000005
25,51.225849151599995,4.3774418831
26,51.23179245,4.4288868904
27,51.203979492200006,4.3932318687
28,51.2188644409,4.4041218758
29,51.2034416199,4.4254899025
30,51.194255828900005,4.4184265137
31,51.235759735100004,4.4167351723
32,51.218414306599996,4.4069647789
33,51.226928710900005,4.4077901839999996
34,51.219085693400004,4.4043083191
35,51.2352485657,4.4091382026999995
36,51.225116729700005,4.4220681191
37,51.2143783569,4.4402451515
38,51.2083587646,4.3406867981
39,51.2329330444,4.403150081600001
40,51.2133560181,4.4111466408
41,51.206695556599996,4.431956768
42,51.220127105699994,4.4196367264
43,51.1942596436,4.4183831215
44,51.216011047399995,4.4101734161
45,51.2191314697,4.419815063500001
46,51.1976165771,4.4060516357
47,51.2234230042,4.4476032257
48,51.227138519300006,4.4068083763
49,51.23425674439999,4.4058465958
50,51.2272720337,4.4162564278
51,51.205856323199995,4.4258418082999995
52,51.194328308100005,4.4181632996
53,51.2042160034,4.4227051735
54,51.213504791300004,4.4241065979
55,51.2100982666,4.4079799652
56,51.2321052551,4.4302082062
57,51.209770202600005,4.3892130852
58,51.219505310100004,4.4053001404000005
59,51.215621948199995,4.4203047752
60,51.194442749,4.418469905899999
61,51.1943817139,4.4183468819
62,51.2195739746,4.400410175299999
63,51.212551116899995,4.4417967796
64,51.2038764954,4.3891000748
65,51.212005615200006,4.4213266373
66,51.2314224243,4.4039902687
67,51.2297401428,4.4018249512
68,51.2014503479,4.4237217903
69,51.194278716999996,4.4185934067
70,51.2085914612,4.4027781487
71,51.2034416199,4.425511837
72,51.2054290771,4.3902068138
73,51.1975212097,4.4070582389999995
74,51.2334098816,4.409154892
75,51.2324638367,4.418398380299999
76,51.217433929399995,4.4126067162
77,51.194328308100005,4.418610096
78,51.2313346863,4.4050650597
79,51.203384399399994,4.425488472
80,51.1882972717,4.4509935379000005
81,51.2311935425,4.4056415558
82,51.200508117700004,4.4214901924
83,51.2342681885,4.4058766364999995
84,51.2014732361,4.4236350060000005
85,51.229541778599994,4.4420285225
86,51.1961936951,4.4084968567
87,51.207485199,4.4056816101
88,51.194255828900005,4.4184951782
89,51.235961914099995,4.4264831543000005
90,51.2308616638,4.403150081600001
91,51.1942634583,4.4185667038
92,51.194343566899995,4.4184865952
93,51.201457977299995,4.4237332344
94,51.216186523400005,4.401621818500001
95,51.194343566899995,4.4182534218
96,51.1942100525,4.4183769226
97,51.215728759799994,4.4083766937
98,51.1942214966,4.418738365199999
99,51.2152481079,4.4050984383
100,51.2257232666,4.415098190299999
101,51.2106628418,4.4127101898
102,51.214511871300004,4.4186835289
103,51.2271347046,4.407143116
104,51.1943702698,4.4186682700999995
105,51.2114257812,4.4105548859
106,51.2268676758,4.4334716797
107,51.1941184998,4.418391704599999
108,51.2018928528,4.4280233383
109,51.215106964099995,4.4119048119
110,51.215473175,4.4185633659
111,51.226688385,4.414136886600001
112,51.2133026123,4.4097881317
113,51.206668853800004,4.4200000763
114,51.1943588257,4.4183316231
115,51.2125434875,4.4037485123
116,51.233089447,4.429561615
117,51.2256164551,4.4048185349
118,51.2021789551,4.4355316162000005
119,51.2071723938,4.4036102295
120,51.19414901729999,4.418358326
121,51.2005767822,4.4118533135
122,51.235443115200006,4.4149751663
123,51.210956573500006,4.4290933609
124,51.2098083496,4.388854980500001
125,51.2268447876,4.4024782181
126,51.211250305200004,4.3288898468
127,51.202785491899995,4.4203915596
128,51.215675354,4.416161537200001
129,51.214584350600006,4.4093565941
130,51.2295761108,4.4166183472
131,51.1943588257,4.4186067581
132,51.2080421448,4.4260797500999995
133,51.2176704407,4.4171733856
134,51.222393035900005,4.4360933304
135,51.1940574646,4.418594837200001
136,51.1943664551,4.4185233116000004
137,51.203384399399994,4.414431572
138,51.2193374634,4.4406867027
139,51.2331199646,4.4059114456
140,51.235622406000005,4.4180264473
141,51.222984313999994,4.4178051949
142,51.2253799438,4.4149017334
143,51.2136611938,4.4107718468
144,51.2086791992,4.4222950935
145,51.225437164300004,4.4007582665
146,51.2010879517,4.4163799286000005
